customer_id,label,tenure_days,avg_monthly_fee,num_subscriptions,failed_payments,payment_failure_pct,avg_days_late,refunded_payments,total_payments,plan_type_code,plan_basic,plan_pro,plan_enterprise
27612,0,2343,69.95,1,0,0.0,2.0,0,1,1,1,0,0
22537,0,2343,25.3,1,0,0.0,0.0,0,1,3,0,0,1
22543,1,2343,84.3,1,1,100.0,5.0,0,1,1,1,0,0
24703,0,2343,79.5,1,0,0.0,6.0,0,1,1,1,0,0
23608,0,2343,86.05,1,0,0.0,2.0,0,1,1,1,0,0
26466,0,2343,96.9,1,0,0.0,0.0,0,1,2,0,1,0
22376,0,2343,90.45,1,0,0.0,1.0,0,1,1,1,0,0
26091,1,2343,95.7,1,0,0.0,16.0,0,1,1,1,0,0
21485,1,2343,41.9,1,0,0.0,1.0,0,1,1,1,0,0
22120,0,2343,19.6,1,0,0.0,0.0,0,1,2,0,1,0
25212,1,2343,69.6,1,1,100.0,11.0,0,1,1,1,0,0
25032,0,2343,111.3,1,0,0.0,0.0,0,1,3,0,0,1
26172,0,2343,20.65,1,0,0.0,1.0,0,1,2,0,1,0
25830,0,2343,106.65,1,0,0.0,2.0,0,1,3,0,0,1
25665,0,2343,49.0,1,0,0.0,1.0,0,1,1,1,0,0
23387,0,2343,65.6,1,0,0.0,1.0,0,1,2,0,1,0
26031,1,2343,85.7,1,0,0.0,19.0,0,1,1,1,0,0
25649,1,2343,81.25,1,1,100.0,13.0,0,1,1,1,0,0
23056,0,2343,72.1,1,0,0.0,3.0,0,1,3,0,0,1
22840,0,2343,69.1,1,0,0.0,0.0,0,1,3,0,0,1
21754,0,2343,19.7,1,0,0.0,1.0,0,1,3,0,0,1
24744,0,2343,50.05,1,0,0.0,0.0,0,1,2,0,1,0
23087,0,2343,101.3,1,0,0.0,0.0,0,1,3,0,0,1
22060,0,2343,86.45,1,0,0.0,6.0,0,1,2,0,1,0
24168,0,2343,20.35,1,0,0.0,0.0,0,1,2,0,1,0
21827,0,2343,85.15,1,0,0.0,2.0,0,1,3,0,0,1
28132,1,2343,49.9,1,1,100.0,4.0,0,1,1,1,0,0
24273,1,2343,19.8,1,0,0.0,9.0,0,1,1,1,0,0
23735,0,2343,100.55,1,0,0.0,0.0,0,1,1,1,0,0
25609,0,2343,54.2,1,1,100.0,2.0,0,1,1,1,0,0
24129,0,2343,74.75,1,0,0.0,1.0,0,1,1,1,0,0
22871,0,2343,20.4,1,0,0.0,2.0,0,1,1,1,0,0
22576,0,2343,98.55,1,0,0.0,0.0,0,1,1,1,0,0
26368,0,2343,54.75,1,0,0.0,2.0,0,1,1,1,0,0
23509,1,2343,70.3,1,0,0.0,3.0,0,1,1,1,0,0
24751,0,2343,50.0,1,0,0.0,1.0,0,1,1,1,0,0
26493,0,2343,24.75,1,0,0.0,0.0,0,1,3,0,0,1
23826,0,2343,81.4,1,0,0.0,2.0,0,1,2,0,1,0
25485,0,2343,20.2,1,0,0.0,2.0,0,1,3,0,0,1
27204,0,2343,24.9,1,0,0.0,1.0,0,1,2,0,1,0
23680,0,2343,20.05,1,0,0.0,1.0,0,1,1,1,0,0
25418,1,2343,105.95,1,0,0.0,7.0,0,1,2,0,1,0
24118,0,2343,20.1,1,1,100.0,2.0,0,1,3,0,0,1
23824,0,2343,19.3,1,0,0.0,6.0,0,1,3,0,0,1
26369,0,2343,53.75,1,0,0.0,0.0,0,1,2,0,1,0
25897,0,2343,113.15,1,0,0.0,2.0,0,1,3,0,0,1
24348,0,2343,20.45,1,0,0.0,0.0,0,1,1,1,0,0
21739,0,2343,114.55,1,0,0.0,0.0,0,1,3,0,0,1
27297,1,2343,104.2,1,0,0.0,4.0,0,1,1,1,0,0
23300,0,2343,81.0,1,0,0.0,0.0,0,1,3,0,0,1
22735,0,2343,95.75,1,0,0.0,0.0,0,1,2,0,1,0
24070,1,2343,83.8,1,0,0.0,7.0,1,1,1,1,0,0
22389,0,2343,20.15,1,0,0.0,1.0,0,1,3,0,0,1
22759,0,2343,90.05,1,0,0.0,0.0,0,1,1,1,0,0
21453,0,2343,44.8,1,0,0.0,1.0,0,1,1,1,0,0
21409,0,2343,55.0,1,0,0.0,0.0,0,1,1,1,0,0
27214,0,2343,24.4,1,0,0.0,0.0,0,1,3,0,0,1
22761,0,2343,102.6,1,0,0.0,4.0,0,1,1,1,0,0
22490,1,2343,94.75,1,0,0.0,9.0,0,1,1,1,0,0
25430,0,2343,58.55,1,0,0.0,0.0,0,1,1,1,0,0
26606,1,2343,55.0,1,0,0.0,9.0,0,1,1,1,0,0
22064,1,2343,84.6,1,0,0.0,7.0,0,1,1,1,0,0
26261,1,2343,30.45,1,0,0.0,0.0,0,1,1,1,0,0
26305,1,2343,80.3,1,0,0.0,7.0,0,1,1,1,0,0
24344,0,2343,35.4,1,0,0.0,0.0,0,1,2,0,1,0
26808,0,2343,80.8,1,0,0.0,0.0,0,1,2,0,1,0
23925,0,2343,56.05,1,0,0.0,0.0,0,1,1,1,0,0
25961,0,2343,74.55,1,0,0.0,0.0,0,1,3,0,0,1
27082,0,2343,100.3,1,0,0.0,0.0,0,1,1,1,0,0
21141,0,2343,49.95,1,0,0.0,0.0,0,1,1,1,0,0
22145,1,2343,57.45,1,1,100.0,0.0,0,1,1,1,0,0
23710,0,2343,20.15,1,0,0.0,1.0,0,1,3,0,0,1
26196,0,2343,24.9,1,0,0.0,0.0,0,1,2,0,1,0
21539,1,2343,19.9,1,0,0.0,11.0,0,1,1,1,0,0
27879,1,2343,85.0,1,1,100.0,1.0,0,1,1,1,0,0
27128,0,2343,89.75,1,0,0.0,0.0,0,1,1,1,0,0
27120,1,2343,94.6,1,0,0.0,6.0,0,1,1,1,0,0
27369,0,2343,74.0,1,0,0.0,4.0,0,1,1,1,0,0
23548,0,2343,35.75,1,0,0.0,5.0,0,1,1,1,0,0
25471,0,2343,48.65,1,0,0.0,2.0,0,1,1,1,0,0
22015,0,2343,35.8,1,0,0.0,4.0,0,1,2,0,1,0
22951,0,2343,45.65,1,0,0.0,1.0,0,1,1,1,0,0
25666,1,2343,100.05,1,0,0.0,9.0,0,1,1,1,0,0
23657,1,2343,19.4,1,0,0.0,3.0,0,1,1,1,0,0
25009,0,2343,116.05,1,0,0.0,0.0,0,1,3,0,0,1
27354,1,2343,69.0,1,1,100.0,6.0,0,1,1,1,0,0
25613,1,2343,74.9,1,0,0.0,11.0,0,1,1,1,0,0
24111,0,2343,25.45,1,1,100.0,0.0,0,1,3,0,0,1
27871,1,2343,79.2,1,1,100.0,9.0,0,1,1,1,0,0
22991,0,2343,19.45,1,0,0.0,3.0,0,1,3,0,0,1
26961,0,2343,25.35,1,0,0.0,0.0,0,1,2,0,1,0
28022,0,2343,29.05,1,0,0.0,1.0,0,1,1,1,0,0
25202,0,2343,38.9,1,0,0.0,3.0,0,1,1,1,0,0
21756,0,2343,95.15,1,0,0.0,0.0,0,1,1,1,0,0
27304,0,2343,91.0,1,0,0.0,0.0,0,1,1,1,0,0
23359,0,2343,104.45,1,0,0.0,2.0,0,1,3,0,0,1
27430,0,2343,80.95,1,0,0.0,1.0,0,1,3,0,0,1
21333,0,2343,105.55,1,0,0.0,2.0,1,1,3,0,0,1
27529,1,2343,106.0,1,0,0.0,3.0,0,1,3,0,0,1
25587,0,2343,24.95,1,0,0.0,1.0,0,1,3,0,0,1
23636,0,2343,20.1,1,0,0.0,2.0,0,1,2,0,1,0
23681,0,2343,20.05,1,0,0.0,3.0,0,1,3,0,0,1
22746,0,2343,20.05,1,0,0.0,0.0,0,1,2,0,1,0
24517,0,2343,68.4,1,0,0.0,1.0,0,1,2,0,1,0
26164,0,2343,19.4,1,0,0.0,1.0,0,1,1,1,0,0
26725,0,2343,83.75,1,0,0.0,1.0,0,1,1,1,0,0
24760,0,2343,25.15,1,0,0.0,0.0,0,1,3,0,0,1
25546,0,2343,66.1,1,0,0.0,5.0,0,1,3,0,0,1
27821,0,2343,94.3,1,0,0.0,0.0,0,1,3,0,0,1
23035,1,2343,94.45,1,0,0.0,4.0,0,1,1,1,0,0
22721,0,2343,19.35,1,0,0.0,3.0,0,1,3,0,0,1
25994,0,2343,20.75,1,0,0.0,4.0,0,1,3,0,0,1
24017,0,2343,104.95,1,0,0.0,0.0,0,1,1,1,0,0
22503,0,2343,95.3,1,0,0.0,3.0,1,1,1,1,0,0
27487,0,2343,98.9,1,1,100.0,2.0,0,1,2,0,1,0
26471,0,2343,84.1,1,0,0.0,3.0,0,1,2,0,1,0
26119,0,2343,19.2,1,0,0.0,0.0,0,1,2,0,1,0
21625,0,2343,20.4,1,0,0.0,0.0,0,1,1,1,0,0
27818,1,2343,79.2,1,0,0.0,12.0,1,1,1,1,0,0
27153,0,2343,18.9,1,0,0.0,0.0,0,1,1,1,0,0
23435,0,2343,100.9,1,0,0.0,0.0,0,1,2,0,1,0
25876,0,2343,100.45,1,0,0.0,2.0,0,1,1,1,0,0
22932,0,2343,69.7,1,1,100.0,1.0,0,1,1,1,0,0
24572,0,2343,60.8,1,0,0.0,2.0,1,1,2,0,1,0
27617,1,2343,67.95,1,1,100.0,2.0,0,1,1,1,0,0
27366,1,2343,40.05,1,0,0.0,7.0,0,1,1,1,0,0
26449,0,2343,73.6,1,0,0.0,1.0,0,1,3,0,0,1
26414,0,2343,48.8,1,0,0.0,1.0,0,1,1,1,0,0
25207,0,2343,99.35,1,0,0.0,3.0,0,1,3,0,0,1
21748,0,2343,102.85,1,0,0.0,4.0,1,1,2,0,1,0
22455,1,2343,20.35,1,0,0.0,18.0,0,1,1,1,0,0
25011,0,2343,82.0,1,1,100.0,4.0,0,1,2,0,1,0
24864,0,2343,35.05,1,0,0.0,2.0,0,1,3,0,0,1
24442,0,2343,44.8,1,0,0.0,1.0,0,1,1,1,0,0
21346,0,2343,58.75,1,0,0.0,1.0,0,1,1,1,0,0
27281,0,2343,91.05,1,0,0.0,0.0,0,1,1,1,0,0
27503,0,2343,19.5,1,0,0.0,4.0,0,1,3,0,0,1
25834,1,2343,78.85,1,1,100.0,4.0,0,1,1,1,0,0
21887,0,2343,19.7,1,0,0.0,3.0,0,1,3,0,0,1
21917,0,2343,55.3,1,0,0.0,0.0,0,1,3,0,0,1
25862,0,2343,19.9,1,0,0.0,2.0,0,1,2,0,1,0
23100,0,2343,53.6,1,0,0.0,5.0,0,1,3,0,0,1
27727,0,2343,81.25,1,0,0.0,1.0,0,1,2,0,1,0
27647,1,2343,48.95,1,0,0.0,5.0,0,1,1,1,0,0
28057,1,2343,73.85,1,0,0.0,12.0,0,1,1,1,0,0
26968,0,2343,51.4,1,0,0.0,0.0,0,1,1,1,0,0
22966,0,2343,45.0,1,0,0.0,1.0,0,1,1,1,0,0
26124,0,2343,65.65,1,0,0.0,1.0,0,1,3,0,0,1
24093,1,2343,31.0,1,0,0.0,8.0,0,1,1,1,0,0
25639,0,2343,19.9,1,0,0.0,0.0,0,1,1,1,0,0
24990,0,2343,94.75,1,0,0.0,1.0,0,1,2,0,1,0
24377,1,2343,55.15,1,1,100.0,15.0,0,1,1,1,0,0
25271,1,2343,99.9,1,0,0.0,4.0,0,1,2,0,1,0
22825,1,2343,34.7,1,1,100.0,11.0,0,1,1,1,0,0
22277,0,2343,35.6,1,0,0.0,0.0,0,1,2,0,1,0
22518,0,2343,24.3,1,0,0.0,1.0,0,1,3,0,0,1
21858,0,2343,80.85,1,0,0.0,2.0,0,1,1,1,0,0
24886,1,2343,76.05,1,0,0.0,9.0,0,1,1,1,0,0
25972,0,2343,94.6,1,0,0.0,1.0,0,1,1,1,0,0
27670,0,2343,73.05,1,0,0.0,2.0,0,1,1,1,0,0
22621,0,2343,70.85,1,0,0.0,0.0,0,1,2,0,1,0
27225,0,2343,20.55,1,1,100.0,0.0,0,1,3,0,0,1
23800,1,2343,95.15,1,1,100.0,1.0,0,1,1,1,0,0
23209,0,2343,55.85,1,0,0.0,0.0,0,1,2,0,1,0
24230,0,2343,20.15,1,0,0.0,5.0,0,1,2,0,1,0
22241,0,2343,39.6,1,0,0.0,0.0,0,1,3,0,0,1
28051,0,2343,19.7,1,0,0.0,3.0,1,1,3,0,0,1
24615,0,2343,83.45,1,0,0.0,3.0,0,1,1,1,0,0
21340,0,2343,102.45,1,0,0.0,0.0,0,1,2,0,1,0
22830,0,2343,20.65,1,0,0.0,1.0,0,1,2,0,1,0
26086,1,2343,69.4,1,0,0.0,4.0,0,1,1,1,0,0
24042,1,2343,73.5,1,1,100.0,10.0,0,1,1,1,0,0
21597,0,2343,102.1,1,0,0.0,0.0,0,1,3,0,0,1
21652,0,2343,51.6,1,0,0.0,0.0,0,1,1,1,0,0
23232,1,2343,99.2,1,0,0.0,0.0,0,1,2,0,1,0
22208,1,2343,114.5,1,1,100.0,0.0,0,1,1,1,0,0
24382,1,2343,106.75,1,0,0.0,4.0,0,1,1,1,0,0
27326,1,2343,72.2,1,0,0.0,18.0,0,1,1,1,0,0
23935,1,2343,24.1,1,0,0.0,8.0,0,1,2,0,1,0
24265,0,2343,19.2,1,0,0.0,0.0,0,1,1,1,0,0
23828,0,2343,87.95,1,1,100.0,0.0,0,1,3,0,0,1
22524,0,2343,20.35,1,0,0.0,6.0,0,1,1,1,0,0
21831,0,2343,63.3,1,0,0.0,2.0,0,1,3,0,0,1
26916,0,2343,20.2,1,0,0.0,2.0,0,1,3,0,0,1
24805,1,2343,45.8,1,1,100.0,12.0,0,1,1,1,0,0
26741,1,2343,75.5,1,0,0.0,15.0,0,1,1,1,0,0
21571,0,2343,112.95,1,0,0.0,0.0,0,1,1,1,0,0
21512,1,2343,50.65,1,0,0.0,5.0,0,1,1,1,0,0
22390,1,2343,95.25,1,0,0.0,4.0,0,1,2,0,1,0
23370,0,2343,35.7,1,0,0.0,4.0,0,1,3,0,0,1
27456,1,2343,91.85,1,0,0.0,10.0,0,1,1,1,0,0
25150,1,2343,100.55,1,0,0.0,8.0,0,1,1,1,0,0
22957,0,2343,90.65,1,0,0.0,0.0,0,1,1,1,0,0
22437,1,2343,115.55,1,0,0.0,0.0,0,1,2,0,1,0
21903,1,2343,19.9,1,0,0.0,6.0,0,1,1,1,0,0
25313,1,2343,98.65,1,0,0.0,11.0,0,1,1,1,0,0
22924,0,2343,24.75,1,0,0.0,0.0,0,1,3,0,0,1
24051,0,2343,85.1,1,0,0.0,0.0,0,1,3,0,0,1
27788,0,2343,20.45,1,0,0.0,3.0,0,1,2,0,1,0
24856,1,2343,70.8,1,0,0.0,12.0,0,1,1,1,0,0
22660,0,2343,18.4,1,0,0.0,2.0,0,1,3,0,0,1
26292,0,2343,54.15,1,0,0.0,3.0,0,1,1,1,0,0
26125,1,2343,96.05,1,0,0.0,3.0,0,1,1,1,0,0
26538,0,2343,63.55,1,0,0.0,3.0,0,1,3,0,0,1
24922,0,2343,69.1,1,0,0.0,1.0,0,1,1,1,0,0
24684,0,2343,23.4,1,0,0.0,0.0,0,1,3,0,0,1
24162,1,2343,71.05,1,0,0.0,2.0,0,1,1,1,0,0
24984,0,2343,72.8,1,0,0.0,2.0,0,1,1,1,0,0
24945,0,2343,88.7,1,0,0.0,2.0,0,1,3,0,0,1
25504,0,2343,20.05,1,0,0.0,0.0,0,1,2,0,1,0
21814,0,2343,103.75,1,0,0.0,0.0,0,1,2,0,1,0
25238,0,2343,94.45,1,1,100.0,2.0,0,1,3,0,0,1
24678,0,2343,90.05,1,0,0.0,1.0,0,1,3,0,0,1
25951,0,2343,84.3,1,0,0.0,3.0,0,1,3,0,0,1
28112,0,2343,65.45,1,0,0.0,0.0,0,1,1,1,0,0
26208,0,2343,19.85,1,0,0.0,0.0,0,1,3,0,0,1
27667,0,2343,24.4,1,0,0.0,2.0,0,1,1,1,0,0
23182,0,2343,19.4,1,0,0.0,1.0,0,1,3,0,0,1
21753,0,2343,85.05,1,0,0.0,3.0,0,1,2,0,1,0
27553,0,2343,53.75,1,0,0.0,2.0,0,1,2,0,1,0
22291,0,2343,95.1,1,0,0.0,1.0,0,1,1,1,0,0
23134,1,2343,95.25,1,0,0.0,8.0,0,1,3,0,0,1
22321,0,2343,104.85,1,0,0.0,4.0,0,1,2,0,1,0
23966,0,2343,63.85,1,0,0.0,3.0,0,1,2,0,1,0
25450,0,2343,110.0,1,0,0.0,0.0,0,1,2,0,1,0
25344,1,2343,50.8,1,1,100.0,14.0,0,1,1,1,0,0
22396,0,2343,94.8,1,0,0.0,4.0,0,1,2,0,1,0
24541,1,2343,53.4,1,0,0.0,6.0,0,1,1,1,0,0
25715,0,2343,74.1,1,0,0.0,0.0,0,1,3,0,0,1
25696,0,2343,66.8,1,0,0.0,0.0,1,1,2,0,1,0
26461,1,2343,92.5,1,1,100.0,8.0,0,1,1,1,0,0
22457,0,2343,51.25,1,0,0.0,3.0,0,1,2,0,1,0
22191,0,2343,20.05,1,0,0.0,2.0,1,1,2,0,1,0
25692,0,2343,55.75,1,0,0.0,1.0,0,1,1,1,0,0
27303,1,2343,70.1,1,0,0.0,13.0,0,1,1,1,0,0
22395,0,2343,95.2,1,0,0.0,0.0,0,1,3,0,0,1
28064,1,2343,69.6,1,0,0.0,3.0,0,1,1,1,0,0
24593,1,2343,85.2,1,0,0.0,5.0,0,1,1,1,0,0
23414,1,2343,71.55,1,0,0.0,14.0,0,1,1,1,0,0
27577,0,2343,89.85,1,0,0.0,1.0,0,1,2,0,1,0
25385,1,2343,84.45,1,1,100.0,10.0,0,1,1,1,0,0
23314,0,2343,50.2,1,0,0.0,3.0,0,1,1,1,0,0
22413,0,2343,62.8,1,0,0.0,0.0,0,1,1,1,0,0
25515,1,2343,79.7,1,0,0.0,12.0,0,1,1,1,0,0
22115,0,2343,23.75,1,0,0.0,0.0,0,1,3,0,0,1
23816,0,2343,100.65,1,0,0.0,2.0,0,1,3,0,0,1
22005,0,2343,99.7,1,0,0.0,0.0,0,1,3,0,0,1
27190,0,2343,40.3,1,0,0.0,7.0,0,1,2,0,1,0
27580,0,2343,19.55,1,0,0.0,2.0,0,1,1,1,0,0
27039,1,2343,20.2,1,0,0.0,6.0,0,1,1,1,0,0
25652,0,2343,45.55,1,0,0.0,1.0,0,1,1,1,0,0
26148,0,2343,35.45,1,0,0.0,0.0,0,1,2,0,1,0
22601,0,2343,19.2,1,0,0.0,0.0,0,1,1,1,0,0
22042,0,2343,89.0,1,0,0.0,3.0,0,1,1,1,0,0
26330,0,2343,111.5,1,0,0.0,0.0,0,1,2,0,1,0
26565,0,2343,95.3,1,0,0.0,2.0,0,1,1,1,0,0
23591,0,2343,19.55,1,0,0.0,0.0,0,1,3,0,0,1
25214,1,2343,100.2,1,0,0.0,10.0,0,1,1,1,0,0
28165,1,2343,102.95,1,1,100.0,2.0,0,1,1,1,0,0
27674,0,2343,54.75,1,0,0.0,0.0,0,1,2,0,1,0
21197,0,2343,78.9,1,0,0.0,3.0,0,1,2,0,1,0
27835,0,2343,106.15,1,0,0.0,1.0,0,1,2,0,1,0
24912,0,2343,19.1,1,0,0.0,2.0,0,1,2,0,1,0
26895,0,2343,93.75,1,0,0.0,4.0,0,1,3,0,0,1
23426,1,2343,25.15,1,0,0.0,4.0,1,1,1,1,0,0
26197,0,2343,54.3,1,0,0.0,0.0,0,1,3,0,0,1
25615,0,2343,70.35,1,0,0.0,0.0,0,1,1,1,0,0
27322,0,2343,55.65,1,0,0.0,0.0,0,1,1,1,0,0
21910,1,2343,45.35,1,0,0.0,0.0,0,1,1,1,0,0
27020,0,2343,50.25,1,0,0.0,6.0,0,1,1,1,0,0
21245,0,2343,54.6,1,0,0.0,6.0,0,1,3,0,0,1
21801,0,2343,19.85,1,0,0.0,5.0,0,1,2,0,1,0
22082,0,2343,75.6,1,0,0.0,3.0,0,1,1,1,0,0
24739,1,2343,75.25,1,0,0.0,7.0,0,1,1,1,0,0
23017,0,2343,60.4,1,0,0.0,0.0,0,1,3,0,0,1
21895,0,2343,19.9,1,0,0.0,0.0,0,1,3,0,0,1
24176,0,2343,65.65,1,0,0.0,1.0,0,1,2,0,1,0
22948,0,2343,98.35,1,0,0.0,0.0,0,1,3,0,0,1
24439,0,2343,25.2,1,0,0.0,0.0,0,1,3,0,0,1
24191,0,2343,38.1,1,0,0.0,1.0,0,1,2,0,1,0
27362,1,2343,76.4,1,0,0.0,4.0,0,1,1,1,0,0
23763,0,2343,64.75,1,0,0.0,2.0,0,1,3,0,0,1
22210,0,2343,69.55,1,0,0.0,1.0,0,1,1,1,0,0
22411,0,2343,114.85,1,0,0.0,0.0,0,1,3,0,0,1
25741,1,2343,117.8,1,1,100.0,17.0,0,1,2,0,1,0
24746,1,2343,105.75,1,0,0.0,1.0,0,1,1,1,0,0
21458,1,2343,70.35,1,0,0.0,5.0,0,1,1,1,0,0
27958,0,2343,79.05,1,0,0.0,2.0,0,1,1,1,0,0
27993,1,2343,88.85,1,0,0.0,15.0,0,1,1,1,0,0
26767,1,2343,46.35,1,1,100.0,10.0,0,1,1,1,0,0
22729,0,2343,19.55,1,0,0.0,3.0,0,1,3,0,0,1
24758,0,2343,20.1,1,0,0.0,0.0,0,1,2,0,1,0
24092,0,2343,53.75,1,0,0.0,0.0,0,1,1,1,0,0
25722,0,2343,21.2,1,0,0.0,3.0,0,1,1,1,0,0
21688,0,2343,70.6,1,0,0.0,1.0,0,1,2,0,1,0
27716,0,2343,20.0,1,0,0.0,0.0,0,1,2,0,1,0
26072,1,2343,19.8,1,0,0.0,12.0,0,1,1,1,0,0
25106,1,2343,85.8,1,0,0.0,5.0,0,1,1,1,0,0
26914,1,2343,89.3,1,0,0.0,13.0,0,1,1,1,0,0
27022,1,2343,41.6,1,0,0.0,6.0,0,1,2,0,1,0
24330,0,2343,25.5,1,0,0.0,3.0,0,1,3,0,0,1
27017,0,2343,19.75,1,0,0.0,1.0,0,1,3,0,0,1
25275,0,2343,103.85,1,0,0.0,4.0,0,1,1,1,0,0
22096,1,2343,100.3,1,0,0.0,15.0,0,1,1,1,0,0
26470,0,2343,85.45,1,0,0.0,2.0,0,1,1,1,0,0
23551,0,2343,38.55,1,0,0.0,0.0,0,1,1,1,0,0
24466,0,2343,25.0,1,0,0.0,2.0,0,1,1,1,0,0
27969,1,2343,99.0,1,0,0.0,4.0,0,1,1,1,0,0
28037,0,2343,18.7,1,0,0.0,3.0,0,1,3,0,0,1
22014,0,2343,111.25,1,0,0.0,0.0,0,1,2,0,1,0
28066,0,2343,110.8,1,1,100.0,0.0,0,1,3,0,0,1
21183,0,2343,69.5,1,0,0.0,0.0,0,1,1,1,0,0
23933,1,2343,104.9,1,0,0.0,5.0,0,1,1,1,0,0
26183,0,2343,45.65,1,0,0.0,0.0,0,1,1,1,0,0
23388,0,2343,80.55,1,0,0.0,5.0,0,1,2,0,1,0
21306,0,2343,24.7,1,0,0.0,3.0,0,1,1,1,0,0
22079,1,2343,99.05,1,1,100.0,9.0,0,1,1,1,0,0
24140,0,2343,25.0,1,0,0.0,2.0,0,1,1,1,0,0
27995,1,2343,25.3,1,1,100.0,10.0,0,1,1,1,0,0
23850,0,2343,72.6,1,0,0.0,3.0,0,1,3,0,0,1
23279,0,2343,19.55,1,1,100.0,0.0,0,1,1,1,0,0
